Plasmid	Evidence	Property	Source	Genome Name	PATRIC ID	Source ID	Source Organism	Gene	Product	Function	Classification	PubMed	Subject Coverage	Query Coverage	Identity	E-value
pVA684-146	BLAT	Virulence Factor	Victors	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.113	116006905	Escherichia coli strain DIJ1	traT	IncF plasmid conjugative transfer surface exclusion protein TraT			3323837	100	100	85	1e-114
pVA684-146	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.77	P07464	Escherichia coli (strain K12)	lacA	Galactoside O-acetyltransferase (EC 2.3.1.18)	Isopropyl beta-D-thiogalactopyranoside;Coenzyme A;4-nitrophenyl-beta-D-galactoside	Drug target		23	83	93	4e-19
pVA684-146	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.14	Q9ZHD2	Salmonella typhimurium		"Copper/silver efflux RND transporter, outer membrane protein CusC"	the outer membrane factor (omf) family.	1.B.17.3.4	9930866	100	100	99	1e-259
pVA684-146	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.62	P13036	Escherichia coli (strain K12)		Iron(III) dicitrate transport protein FecA	the outer membrane receptor (omr) family.	1.B.14.1.20		100	100	98	0.0
pVA684-146	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.21	B7L5V2	Escherichia coli (strain 55989 / EAEC)		"Cell wall endopeptidase, family M23/M37"	the bacillus gap junction-like channel-forming complex (gj-cc) family.	1.A.34.1.3		100	100	99	1e-137
pVA684-146	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.75	P00722	Escherichia coli (strain K12)	lacZ	beta-galactosidase (EC 3.2.1.23)	"Isopropyl beta-D-thiogalactopyranoside;D-Galctopyranosyl-1-On;1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose;2-deoxy-2-fluoro- _-D-galactose;(5r,6s,7s,8s)-5-Hydroxymethyl-6,7,8-Trihydroxy-Tetrazolo[1,5-a]Piperidine;4-nitrophenyl-beta-D-galactoside;Allolactose;2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose;2-Deoxy-Beta-D-Galactose;Lactose;S,S-(2-Hydroxyethyl)Thiocysteine"	Drug target		100	100	96	0.0
pVA684-146	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.65	P15029	Escherichia coli		Iron(III) dicitrate transport system permease protein FecD (TC 3.A.1.14.1)	the atp-binding cassette (abc) superfamily.	3.A.1.14.1	15919996;16738553;2651410;7610040;9278503	100	100	91	1e-165
pVA684-146	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.74	P03023	Escherichia coli (strain K12)	lacI	Transcriptional repressor of the lac operon	Isopropyl beta-D-thiogalactopyranoside;ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE	Drug target		99	93	97	1e-194
pVA684-146	BLAT	Virulence Factor	Victors	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.176	228931267	Salmonella enterica subsp. enterica serovar Typhimurium	sopA	Chromosome (plasmid) partitioning protein ParA			12065528	100	100	97	1e-225
pVA684-146	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.17	Q9ZHC9	Salmonella typhimurium		"Copper/silver efflux RND transporter, transmembrane protein CusA"	the resistance-nodulation-cell division (rnd) superfamily.	2.A.6.1.3	9930866	100	100	99	0.0
pVA684-146	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.76	P02920	Escherichia coli (strain K12)	lacY	Lactose permease	Thiodigalactoside	Drug target		100	100	99	1e-242
pVA684-146	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.62	P13036	Escherichia coli (strain K12)	fecA	Iron(III) dicitrate transport protein FecA	"Heptane-1,2,3-Triol;Lauryl Dimethylamine-N-Oxide"	Drug target		100	100	98	0.0
pVA684-146	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.24	Q47453	Escherichia coli		Copper resistance protein B	the copper resistance putative porin (copb) family.	1.B.76.1.5		100	100	100	1e-174
pVA684-146	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.26	Q47455	Escherichia coli		Copper resistance protein CopD	the copper resistance (copd) family.	9.B.62.1.1	8594334	100	100	99	1e-171
pVA684-146	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.64	P15030	Escherichia coli		Iron(III) dicitrate transport system permease protein FecC (TC 3.A.1.14.1)	the atp-binding cassette (abc) superfamily.	3.A.1.14.1	15919996;16738553;2651410;7610040;9278503	100	100	96	1e-182
pVA684-146	BLAT	Virulence Factor	PATRIC_VF	Klebsiella pneumoniae JAV5P2	fig|573.34560.peg.113	EC042_pAA071	Escherichia coli 042	traT	IncF plasmid conjugative transfer surface exclusion protein TraT		Serum resistance	1730875	94	100	85	1e-113
pVA684-49	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae JAV5P3	fig|573.34559.peg.65	AFQ31613.1	Escherichia coli	NDM-7	Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family		"antibiotic inactivation enzyme,beta-lactam resistance gene"		100	100	100	1e-156
pVA684-49	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae JAV5P3	fig|573.34559.peg.64	WP_004201167.1	Bacteria		bleomycin resistance protein	MULTISPECIES: bleomycin binding protein Ble-MBL			100	100	100	1e-67
pVA684-49	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae JAV5P3	fig|573.34559.peg.64	YP_007652797.1	Acinetobacter baumannii		bleomycin resistance protein		"gene involved in antibiotic sequestration,glycopeptide resistance gene"		100	100	100	1e-67
pVA684-49	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae JAV5P3	fig|573.34559.peg.65	WP_032495622.1	Enterobacteriaceae		Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family	MULTISPECIES: subclass B1 metallo-beta-lactamase NDM-7			100	100	100	1e-156
pVA684-49	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae JAV5P3	fig|573.34559.peg.65			NDM family	Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family	Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family	antibiotic inactivation enzyme	22078325				
pVA684-8	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-
pVA684-6	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-
pVA684-2	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-
pVA833-7	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-7	fig|573.39905.peg.4	WP_012954666.1	Gammaproteobacteria		Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10	MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrB19			100	94	100	1e-124
pVA833-7	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-7	fig|573.39905.peg.4	ABG56269.1	Citrobacter freundii	QnrB10	Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10		"antibiotic target protection protein,fluoroquinolone resistance gene"		100	100	99	1e-130
pVA833-7	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-7	fig|573.39905.peg.4			QnrB10	Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10	Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10	antibiotic target protection protein	17938184				
pVA833-92	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.13	AHW42429.1	Klebsiella pneumoniae subsp. pneumoniae	dfrA12	Dihydrofolate reductase (EC 1.5.1.3)		"antibiotic target replacement protein,trimethoprim resistance gene"		100	100	100	1e-90
pVA833-92	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.25	YP_724476.1	Escherichia coli	msrE	ABC-F type ribosomal protection protein => Msr(E)				100	100	100	1e-280
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.25	WP_000052512.1	Gammaproteobacteria		ABC-F type ribosomal protection protein => Msr(E)	MULTISPECIES: ABC-F type ribosomal protection protein Msr(E)			100	100	100	1e-280
pVA833-92	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.16			QacE	"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"	"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"	efflux pump conferring antibiotic resistance					
pVA833-92	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.15	AAF27727.1	Klebsiella pneumoniae	aadA2	Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)		"aminoglycoside resistance gene,antibiotic inactivation enzyme"		100	100	100	1e-145
pVA833-92	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.17	AEJ33969.1	Vibrio fluvialis	sul1	Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein		"antibiotic target replacement protein,sulfonamide resistance gene"		100	100	100	1e-156
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.30	WP_004199234.1	Gammaproteobacteria		"Class A beta-lactamase (EC 3.5.2.6) => KPC family, carbapenem-hydrolyzing"	MULTISPECIES: carbapenem-hydrolyzing class A beta-lactamase KPC-2			100	100	100	1e-167
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.13	WP_001083725.1	Gammaproteobacteria		Dihydrofolate reductase (EC 1.5.1.3)	MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA12			100	100	100	1e-90
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.22	WP_000359986.1	Gammaproteobacteria		hypothetical protein	MULTISPECIES: ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase			100	100	100	1e-148
pVA833-92	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.26			Mph(E)/Mph(G) family	Macrolide 2'-phosphotransferase => Mph(E)/Mph(G) family	Macrolide 2'-phosphotransferase => Mph(E)/Mph(G) family	antibiotic inactivation enzyme	21402855;25765542				
pVA833-92	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.13			"folA, Dfr"	Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase (EC 1.5.1.3)	antibiotic target in susceptible species	20169085;25288078				
pVA833-92	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.30	AAK70220.1	Klebsiella pneumoniae	KPC-2	"Class A beta-lactamase (EC 3.5.2.6) => KPC family, carbapenem-hydrolyzing"		"antibiotic inactivation enzyme,beta-lactam resistance gene"		100	100	100	1e-167
pVA833-92	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.50			CTX-M family	"Class A beta-lactamase (EC 3.5.2.6) => CTX-M family, extended-spectrum"	"Class A beta-lactamase (EC 3.5.2.6) => CTX-M family, extended-spectrum"	antibiotic inactivation enzyme	17289764				
pVA833-92	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.25			Msr(E)	ABC-F type ribosomal protection protein => Msr(E)	ABC-F type ribosomal protection protein => Msr(E)	antibiotic target protection protein	21402855				
pVA833-92	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.22	ADC55560.1	Pseudomonas aeruginosa	armA	hypothetical protein		"aminoglycoside resistance gene,antibiotic target modifying enzyme"		100	100	100	1e-148
pVA833-92	BLAT	Virulence Factor	Victors	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.44	256367770	Escherichia coli strain A	tir	microcin M activity protein McmM			17474908	100	100	89	1e-107
pVA833-92	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.17	P0C002	Escherichia coli	sulI	Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein	Sulfacetamide	Drug target		100	100	100	1e-156
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.26	WP_000155092.1	Gammaproteobacteria		Macrolide 2'-phosphotransferase => Mph(E)/Mph(G) family	MULTISPECIES: Mph(E) family macrolide 2'-phosphotransferase			100	100	100	1e-168
pVA833-92	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.31	AAX56615.1	Enterobacter cloacae	TEM-141	Class A beta-lactamase (EC 3.5.2.6) => TEM family		"antibiotic inactivation enzyme,beta-lactam resistance gene"		66	87	100	1e-105
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.50	WP_011091028.1	Enterobacterales		"Class A beta-lactamase (EC 3.5.2.6) => CTX-M family, extended-spectrum"	MULTISPECIES: class A extended-spectrum beta-lactamase CTX-M-3			100	100	100	1e-161
pVA833-92	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.31			TEM family	Class A beta-lactamase (EC 3.5.2.6) => TEM family	Class A beta-lactamase (EC 3.5.2.6) => TEM family	antibiotic inactivation enzyme	11585791				
pVA833-92	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.50	CAA71321.1	Citrobacter freundii	CTX-M-3	"Class A beta-lactamase (EC 3.5.2.6) => CTX-M family, extended-spectrum"		"antibiotic inactivation enzyme,beta-lactam resistance gene"		100	100	100	1e-161
pVA833-92	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.30			KPC family	"Class A beta-lactamase (EC 3.5.2.6) => KPC family, carbapenem-hydrolyzing"	"Class A beta-lactamase (EC 3.5.2.6) => KPC family, carbapenem-hydrolyzing"	antibiotic inactivation enzyme	27834322				
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.31	WP_000027057.1	Bacteria		Class A beta-lactamase (EC 3.5.2.6) => TEM family	MULTISPECIES: class A broad-spectrum beta-lactamase TEM-1			66	87	100	1e-105
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.16	WP_000679427.1	Bacteria		"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"	MULTISPECIES: quaternary ammonium compound efflux SMR transporter QacE delta 1			100	100	100	6e-60
pVA833-92	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.3			TEM family	Class A beta-lactamase (EC 3.5.2.6) => TEM family	Class A beta-lactamase (EC 3.5.2.6) => TEM family	antibiotic inactivation enzyme	11585791				
pVA833-92	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.30	Q9F663	Klebsiella pneumoniae	bla	"Class A beta-lactamase (EC 3.5.2.6) => KPC family, carbapenem-hydrolyzing"	Avibactam	Drug target		100	100	100	1e-167
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.15	WP_000151233.1	Bacteria		Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)	MULTISPECIES: ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2			100	100	100	1e-145
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.3	WP_000027057.1	Bacteria		Class A beta-lactamase (EC 3.5.2.6) => TEM family	MULTISPECIES: class A broad-spectrum beta-lactamase TEM-1			100	100	100	1e-163
pVA833-92	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.17	WP_000259031.1	Bacteria		Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein	MULTISPECIES: sulfonamide-resistant dihydropteroate synthase Sul1			100	100	100	1e-156
pVA833-92	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.3	CAD09800.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	TEM-1	Class A beta-lactamase (EC 3.5.2.6) => TEM family		"antibiotic inactivation enzyme,beta-lactam resistance gene"		100	100	100	1e-163
pVA833-92	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.31	P62593	Escherichia coli	bla	Class A beta-lactamase (EC 3.5.2.6) => TEM family	"Benzylpenicillin;1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid;[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate;[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid;Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate;N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine;3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile;1(R)-1-ACETAMIDO-2-(3-CARBOXY-2-HYDROXYPHENYL)ETHYL BORONIC ACID;(1R)-2-PHENYLACETAMIDO-2-(3-CARBOXYPHENYL)ETHYL BORONIC ACID;[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID;(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID;Avibactam"	Drug target		66	87	100	1e-105
pVA833-92	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.3	P62593	Escherichia coli	bla	Class A beta-lactamase (EC 3.5.2.6) => TEM family	"Benzylpenicillin;1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid;[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate;[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid;Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate;N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine;3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile;1(R)-1-ACETAMIDO-2-(3-CARBOXY-2-HYDROXYPHENYL)ETHYL BORONIC ACID;(1R)-2-PHENYLACETAMIDO-2-(3-CARBOXYPHENYL)ETHYL BORONIC ACID;[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID;(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID;Avibactam"	Drug target		100	100	100	1e-163
pVA833-92	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA833-92	fig|573.39906.peg.50	Q9EXV5	Escherichia coli	blaUOE-1	"Class A beta-lactamase (EC 3.5.2.6) => CTX-M family, extended-spectrum"	Avibactam	Drug target		100	100	99	1e-161
pVA833-165	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.51	WP_000480968.1	Bacteria		Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id	MULTISPECIES: aminoglycoside O-phosphotransferase APH(6)-Id			100	100	100	1e-161
pVA833-165	BLAT	Transporter	TCDB	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.48	P02982	Escherichia coli		"Tetracycline resistance, MFS efflux pump => Tet(A)"	the major facilitator superfamily (mfs).	2.A.1.2.4	1312499;6310527	97	97	100	1e-225
pVA833-165	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.51	AAC23556.1	Pseudomonas aeruginosa	APH(6)-Id	Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id		"aminoglycoside resistance gene,antibiotic inactivation enzyme"		100	100	99	1e-160
pVA833-165	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.186	CAZ39946.1	Klebsiella pneumoniae	NDM-1	Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family		"antibiotic inactivation enzyme,beta-lactam resistance gene"		100	100	100	1e-156
pVA833-165	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.185	WP_004201167.1	Bacteria		bleomycin resistance protein	MULTISPECIES: bleomycin binding protein Ble-MBL			100	100	100	1e-67
pVA833-165	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.92	WP_000976514.1	Gammaproteobacteria		Class C beta-lactamase (EC 3.5.2.6) => CMY/CMY-2/CFE/LAT family	MULTISPECIES: class C beta-lactamase CMY-2			100	100	100	1e-227
pVA833-165	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.52	WP_001082319.1	Bacteria		Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I	MULTISPECIES: aminoglycoside O-phosphotransferase APH(3'')-Ib			100	100	100	1e-157
pVA833-165	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.92	P05193	Citrobacter freundii	ampC	Class C beta-lactamase (EC 3.5.2.6) => CMY/CMY-2/CFE/LAT family	Aztreonam	Drug target		100	100	95	1e-217
pVA833-165	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.46			FloR family	"Chloramphenicol/florfenicol resistance, MFS efflux pump => FloR family"	"Chloramphenicol/florfenicol resistance, MFS efflux pump => FloR family"	efflux pump conferring antibiotic resistance	17224413				
pVA833-165	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.186			NDM family	Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family	Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family	antibiotic inactivation enzyme	22078325				
pVA833-165	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.92	CAA62957.1	Klebsiella pneumoniae	CMY-2	Class C beta-lactamase (EC 3.5.2.6) => CMY/CMY-2/CFE/LAT family		"antibiotic inactivation enzyme,beta-lactam resistance gene"		100	100	100	1e-227
pVA833-165	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA833-165	fig|573.39904.peg.48	AAO16462.1	uncultured bacterium	tetC	"Tetracycline resistance, MFS efflux pump => Tet(A)"		efflux pump conferring antibiotic resistance		99	46	81	4e-86
