Plasmid	Genome ID	Accession	PATRIC ID	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	AA Length	Product	GO
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.103	PATRIC.573.39904.573.39904.con.0001.CDS.75642.76172.fwd	PATRIC	CDS	75642	76172	531	+	PLF_570_00013768	PGF_00469294	176	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.104	PATRIC.573.39904.573.39904.con.0001.CDS.76192.77400.fwd	PATRIC	CDS	76192	77400	1209	+	PLF_570_00066176	PGF_03839552	402	IncF plasmid conjugative transfer pilus assembly protein TraW	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.105	PATRIC.573.39904.573.39904.con.0001.CDS.77397.78068.fwd	PATRIC	CDS	77397	78068	672	+	PLF_570_00015882	PGF_01081181	223	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.106	PATRIC.573.39904.573.39904.con.0001.CDS.78065.79072.fwd	PATRIC	CDS	78065	79072	1008	+	PLF_570_00008177	PGF_00615364	335	IncF plasmid conjugative transfer pilus assembly protein TraU	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.107	PATRIC.573.39904.573.39904.con.0001.CDS.79188.81983.fwd	PATRIC	CDS	79188	81983	2796	+	PLF_570_00008218	PGF_08225224	931	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.13	PATRIC.573.39904.573.39904.con.0001.CDS.7926.8219.fwd	PATRIC	CDS	7926	8219	294	+	PLF_570_00007689	PGF_03916304	97	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.108	PATRIC.573.39904.573.39904.con.0001.CDS.82022.82882.rev	PATRIC	CDS	82022	82882	861	-	PLF_570_00015843	PGF_01949339	286	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.14	PATRIC.573.39904.573.39904.con.0001.CDS.8224.9078.fwd	PATRIC	CDS	8224	9078	855	+	PLF_570_00007685	PGF_00663176	284	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.109	PATRIC.573.39904.573.39904.con.0001.CDS.83005.83646.rev	PATRIC	CDS	83005	83646	642	-	PLF_570_00008152	PGF_01542905	213	FIG01202318: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.110	PATRIC.573.39904.573.39904.con.0001.CDS.83941.84261.fwd	PATRIC	CDS	83941	84261	321	+	PLF_570_00053142	PGF_00174517	106	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.111	PATRIC.573.39904.573.39904.con.0001.CDS.84356.84448.fwd	PATRIC	CDS	84356	84448	93	+	PLF_570_00121221		30	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.112	PATRIC.573.39904.573.39904.con.0001.CDS.84565.84750.fwd	PATRIC	CDS	84565	84750	186	+	PLF_570_00008154	PGF_00232751	61	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.113	PATRIC.573.39904.573.39904.con.0001.CDS.84772.84888.rev	PATRIC	CDS	84772	84888	117	-			38	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.114	PATRIC.573.39904.573.39904.con.0001.CDS.84970.85938.fwd	PATRIC	CDS	84970	85938	969	+		PGF_00374296	322	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.115	PATRIC.573.39904.573.39904.con.0001.CDS.85949.86857.fwd	PATRIC	CDS	85949	86857	909	+		PGF_08225224	302	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.116	PATRIC.573.39904.573.39904.con.0001.CDS.86921.87448.fwd	PATRIC	CDS	86921	87448	528	+	PLF_570_00000225	PGF_02142873	175	Single-stranded DNA-binding protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.117	PATRIC.573.39904.573.39904.con.0001.CDS.87543.88532.fwd	PATRIC	CDS	87543	88532	990	+	PLF_570_00008089	PGF_00402865	329	Phage recombination protein Bet	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.118	PATRIC.573.39904.573.39904.con.0001.CDS.88595.89605.fwd	PATRIC	CDS	88595	89605	1011	+	PLF_570_00008241	PGF_08225224	336	FIG01202935: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.119	PATRIC.573.39904.573.39904.con.0001.CDS.89805.91082.fwd	PATRIC	CDS	89805	91082	1278	+	PLF_570_00008796	PGF_08225224	425	Cobalamine biosynthesis protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.15	PATRIC.573.39904.573.39904.con.0001.CDS.9078.10037.fwd	PATRIC	CDS	9078	10037	960	+	PLF_570_00007495	PGF_01769594	319	Periplasmic serine proteases (ClpP class)	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.120	PATRIC.573.39904.573.39904.con.0001.CDS.91167.92963.fwd	PATRIC	CDS	91167	92963	1797	+	PLF_570_00008118	PGF_08225224	598	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.121	PATRIC.573.39904.573.39904.con.0001.CDS.93025.93360.fwd	PATRIC	CDS	93025	93360	336	+	PLF_570_00056320	PGF_10545290	111	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.122	PATRIC.573.39904.573.39904.con.0001.CDS.93625.94164.fwd	PATRIC	CDS	93625	94164	540	+	PLF_570_00008372	PGF_00363268	179	FIG01048776: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.123	PATRIC.573.39904.573.39904.con.0001.CDS.94255.94755.fwd	PATRIC	CDS	94255	94755	501	+	PLF_570_00008247	PGF_03304300	166	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.124	PATRIC.573.39904.573.39904.con.0001.CDS.94829.95713.fwd	PATRIC	CDS	94829	95713	885	+	PLF_570_00008495	PGF_08225224	294	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.125	PATRIC.573.39904.573.39904.con.0001.CDS.95779.96003.fwd	PATRIC	CDS	95779	96003	225	+	PLF_570_00012198	PGF_00078383	74	Ferredoxin	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.126	PATRIC.573.39904.573.39904.con.0001.CDS.96065.96283.fwd	PATRIC	CDS	96065	96283	219	+	PLF_570_00024484	PGF_00075397	72	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.127	PATRIC.573.39904.573.39904.con.0001.CDS.96328.96606.fwd	PATRIC	CDS	96328	96606	279	+	PLF_570_00005753	PGF_01000105	92	Mobile element protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.128	PATRIC.573.39904.573.39904.con.0001.CDS.96663.97475.fwd	PATRIC	CDS	96663	97475	813	+	PLF_570_00005695	PGF_09978608	270	Transposase	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.129	PATRIC.573.39904.573.39904.con.0001.CDS.97483.97686.fwd	PATRIC	CDS	97483	97686	204	+	PLF_570_00024484	PGF_00075397	67	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.130	PATRIC.573.39904.573.39904.con.0001.CDS.97676.98128.fwd	PATRIC	CDS	97676	98128	453	+	PLF_570_00008250	PGF_03342524	150	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.131	PATRIC.573.39904.573.39904.con.0001.CDS.98133.98408.fwd	PATRIC	CDS	98133	98408	276	+			91	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.132	PATRIC.573.39904.573.39904.con.0001.CDS.98466.98657.fwd	PATRIC	CDS	98466	98657	192	+	PLF_570_00008251		63	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.133	PATRIC.573.39904.573.39904.con.0001.CDS.98726.99079.fwd	PATRIC	CDS	98726	99079	354	+	PLF_570_00011754	PGF_03342524	117	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.134	PATRIC.573.39904.573.39904.con.0001.CDS.99271.99615.fwd	PATRIC	CDS	99271	99615	345	+	PLF_570_00008238	PGF_08225224	114	FIG01206754: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.135	PATRIC.573.39904.573.39904.con.0001.CDS.99693.99995.fwd	PATRIC	CDS	99693	99995	303	+	PLF_570_00008249	PGF_08225224	100	FIG01204986: hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.1	PATRIC.573.40204.573.40204.con.0001.CDS.1.1011.fwd	PATRIC	CDS	1	1011	1011	+	PLF_570_00004629	PGF_00421810	336	DNA replication protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.137	PATRIC.573.40204.573.40204.con.0001.CDS.100125.100718.rev	PATRIC	CDS	100125	100718	594	-	PLF_570_00003622	PGF_00013862	197	IncF plasmid conjugative transfer fertility inhibition protein FinO	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.138	PATRIC.573.40204.573.40204.con.0001.CDS.100874.101518.rev	PATRIC	CDS	100874	101518	645	-	PLF_570_00004281	PGF_00013864	214	IncF plasmid conjugative transfer pilin acetylase TraX	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.139	PATRIC.573.40204.573.40204.con.0001.CDS.101511.101666.rev	PATRIC	CDS	101511	101666	156	-	PLF_570_00128488	PGF_11822144	51	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.140	PATRIC.573.40204.573.40204.con.0001.CDS.101679.106937.rev	PATRIC	CDS	101679	106937	5259	-	PLF_570_00036801	PGF_10387734	1752	IncF plasmid conjugative transfer DNA-nicking and unwinding protein TraI	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.141	PATRIC.573.40204.573.40204.con.0001.CDS.106937.109249.rev	PATRIC	CDS	106937	109249	2313	-	PLF_570_00003345	PGF_09290469	770	IncF plasmid conjugative transfer protein TraD	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.142	PATRIC.573.40204.573.40204.con.0001.CDS.109378.110067.rev	PATRIC	CDS	109378	110067	690	-	PLF_570_00005412	PGF_08225224	229	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.143	PATRIC.573.40204.573.40204.con.0001.CDS.110260.110991.rev	PATRIC	CDS	110260	110991	732	-	PLF_570_00004512	PGF_00013946	243	IncF plasmid conjugative transfer surface exclusion protein TraT	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.144	PATRIC.573.40204.573.40204.con.0001.CDS.111242.111844.rev	PATRIC	CDS	111242	111844	603	-	PLF_570_00062581	PGF_06859241	200	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.145	PATRIC.573.40204.573.40204.con.0001.CDS.111867.114689.rev	PATRIC	CDS	111867	114689	2823	-	PLF_570_00003382	PGF_00013916	940	IncF plasmid conjugative transfer protein TraG	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.22	PATRIC.573.40204.573.40204.con.0001.CDS.11195.13192.rev	PATRIC	CDS	11195	13192	1998	-	PLF_570_00004913	PGF_01079080	665	Secondary glycine betaine transporter BetU	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.2	PATRIC.573.40204.573.40204.con.0001.CDS.1145.1261.fwd	PATRIC	CDS	1145	1261	117	+			38	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.146	PATRIC.573.40204.573.40204.con.0001.CDS.114689.116056.rev	PATRIC	CDS	114689	116056	1368	-	PLF_570_00004401	PGF_08972330	455	IncF plasmid conjugative transfer pilus assembly protein TraH	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.147	PATRIC.573.40204.573.40204.con.0001.CDS.116046.116489.rev	PATRIC	CDS	116046	116489	444	-	PLF_570_00005419	PGF_08225224	147	IncF plasmid conjugative transfer protein TrbF	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.148	PATRIC.573.40204.573.40204.con.0001.CDS.116535.117092.rev	PATRIC	CDS	116535	117092	558	-	PLF_570_00004267	PGF_00013925	185	IncF plasmid conjugative transfer protein TrbB	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.149	PATRIC.573.40204.573.40204.con.0001.CDS.117064.117303.rev	PATRIC	CDS	117064	117303	240	-	PLF_570_00004424	PGF_00013923	79	IncF plasmid conjugative transfer protein TraQ	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.150	PATRIC.573.40204.573.40204.con.0001.CDS.117314.118066.rev	PATRIC	CDS	117314	118066	753	-	PLF_570_00012481	PGF_03830470	250	IncF plasmid conjugative transfer pilus assembly protein TraF	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.151	PATRIC.573.40204.573.40204.con.0001.CDS.118087.118413.rev	PATRIC	CDS	118087	118413	327	-	PLF_570_00004604	PGF_00326234	108	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.152	PATRIC.573.40204.573.40204.con.0001.CDS.118426.118674.rev	PATRIC	CDS	118426	118674	249	-	PLF_570_00005603	PGF_00163448	82	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.153	PATRIC.573.40204.573.40204.con.0001.CDS.118652.118906.rev	PATRIC	CDS	118652	118906	255	-	PLF_570_00004268	PGF_00013943	84	IncF plasmid conjugative transfer protein TrbE	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.154	PATRIC.573.40204.573.40204.con.0001.CDS.118938.120893.rev	PATRIC	CDS	118938	120893	1956	-	PLF_570_00004260	PGF_02913871	651	IncF plasmid conjugative transfer protein TraN	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.155	PATRIC.573.40204.573.40204.con.0001.CDS.120952.121599.rev	PATRIC	CDS	120952	121599	648	-	PLF_570_00004326	PGF_00013942	215	IncF plasmid conjugative transfer protein TrbC	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.156	PATRIC.573.40204.573.40204.con.0001.CDS.121678.121854.rev	PATRIC	CDS	121678	121854	177	-			58	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.157	PATRIC.573.40204.573.40204.con.0001.CDS.121875.122864.rev	PATRIC	CDS	121875	122864	990	-	PLF_570_00004570	PGF_00615364	329	IncF plasmid conjugative transfer pilus assembly protein TraU	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.158	PATRIC.573.40204.573.40204.con.0001.CDS.122861.123262.rev	PATRIC	CDS	122861	123262	402	-	PLF_570_00053987	PGF_00380498	133	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.159	PATRIC.573.40204.573.40204.con.0001.CDS.123297.123932.rev	PATRIC	CDS	123297	123932	636	-	PLF_570_00004591	PGF_07717077	211	IncF plasmid conjugative transfer pilus assembly protein TraW	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.160	PATRIC.573.40204.573.40204.con.0001.CDS.123932.124321.rev	PATRIC	CDS	123932	124321	390	-	PLF_570_00004541	PGF_00013945	129	IncF plasmid conjugative transfer protein TrbI	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.161	PATRIC.573.40204.573.40204.con.0001.CDS.124321.126960.rev	PATRIC	CDS	124321	126960	2640	-	PLF_570_00004364	PGF_00013871	879	IncF plasmid conjugative transfer pilus assembly protein TraC	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.162	PATRIC.573.40204.573.40204.con.0001.CDS.127032.127424.rev	PATRIC	CDS	127032	127424	393	-	PLF_570_00005385	PGF_03332290	130	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.163	PATRIC.573.40204.573.40204.con.0001.CDS.127438.127731.rev	PATRIC	CDS	127438	127731	294	-	PLF_570_00005434	PGF_08225224	97	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.164	PATRIC.573.40204.573.40204.con.0001.CDS.127871.128275.rev	PATRIC	CDS	127871	128275	405	-	PLF_570_00004706	PGF_06611914	134	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.165	PATRIC.573.40204.573.40204.con.0001.CDS.128342.128653.rev	PATRIC	CDS	128342	128653	312	-	PLF_570_00004764	PGF_00089171	103	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.166	PATRIC.573.40204.573.40204.con.0001.CDS.128654.128872.rev	PATRIC	CDS	128654	128872	219	-	PLF_570_00042519	PGF_06560088	72	probable fimbrial protein staA	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.167	PATRIC.573.40204.573.40204.con.0001.CDS.128952.129185.rev	PATRIC	CDS	128952	129185	234	-			77	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.168	PATRIC.573.40204.573.40204.con.0001.CDS.129190.129588.rev	PATRIC	CDS	129190	129588	399	-	PLF_570_00018035	PGF_00106691	132	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.169	PATRIC.573.40204.573.40204.con.0001.CDS.129732.130316.rev	PATRIC	CDS	129732	130316	585	-	PLF_570_00009877	PGF_04419840	194	IncF plasmid conjugative transfer pilus assembly protein TraV	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.170	PATRIC.573.40204.573.40204.con.0001.CDS.130339.130704.rev	PATRIC	CDS	130339	130704	366	-	PLF_570_00004879	PGF_00069970	121	IncF plasmid conjugative transfer protein TraP	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.171	PATRIC.573.40204.573.40204.con.0001.CDS.130756.130935.rev	PATRIC	CDS	130756	130935	180	-	PLF_570_00004879	PGF_00069970	59	IncF plasmid conjugative transfer protein TraP	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.172	PATRIC.573.40204.573.40204.con.0001.CDS.130928.132352.rev	PATRIC	CDS	130928	132352	1425	-	PLF_570_00003479	PGF_00467825	474	IncF plasmid conjugative transfer pilus assembly protein TraB	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.3	PATRIC.573.40204.573.40204.con.0001.CDS.1318.1497.fwd	PATRIC	CDS	1318	1497	180	+	PLF_570_00050022	PGF_05071017	59	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.173	PATRIC.573.40204.573.40204.con.0001.CDS.132352.133092.rev	PATRIC	CDS	132352	133092	741	-	PLF_570_00004084	PGF_00013893	246	IncF plasmid conjugative transfer pilus assembly protein TraK	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.174	PATRIC.573.40204.573.40204.con.0001.CDS.133079.133645.rev	PATRIC	CDS	133079	133645	567	-	PLF_570_00004136	PGF_00013875	188	IncF plasmid conjugative transfer pilus assembly protein TraE	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.23	PATRIC.573.40204.573.40204.con.0001.CDS.13344.13847.rev	PATRIC	CDS	13344	13847	504	-	PLF_570_00000003	PGF_06495825	167	IS1 protein InsB	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.175	PATRIC.573.40204.573.40204.con.0001.CDS.133665.133970.rev	PATRIC	CDS	133665	133970	306	-	PLF_570_00004325	PGF_01246464	101	IncF plasmid conjugative transfer pilus assembly protein TraL	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.176	PATRIC.573.40204.573.40204.con.0001.CDS.133984.134352.rev	PATRIC	CDS	133984	134352	369	-	PLF_570_00036302	PGF_00013866	122	IncF plasmid conjugative transfer pilin protein TraA	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.177	PATRIC.573.40204.573.40204.con.0001.CDS.134414.134632.rev	PATRIC	CDS	134414	134632	219	-	PLF_570_00018062	PGF_08225224	72	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.178	PATRIC.573.40204.573.40204.con.0001.CDS.134753.135472.rev	PATRIC	CDS	134753	135472	720	-	PLF_570_00032379	PGF_08059527	239	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.179	PATRIC.573.40204.573.40204.con.0001.CDS.135672.136055.rev	PATRIC	CDS	135672	136055	384	-	PLF_570_00005043	PGF_00013863	127	IncF plasmid conjugative transfer mating signal transduction protein TraM	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.180	PATRIC.573.40204.573.40204.con.0001.CDS.136479.136964.fwd	PATRIC	CDS	136479	136964	486	+	PLF_570_00004266	PGF_00411196	161	X polypeptide	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.181	PATRIC.573.40204.573.40204.con.0001.CDS.136997.137311.rev	PATRIC	CDS	136997	137311	315	-	PLF_570_00004809	PGF_00326542	104	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.182	PATRIC.573.40204.573.40204.con.0001.CDS.137359.138180.rev	PATRIC	CDS	137359	138180	822	-	PLF_570_00010461	PGF_00064344	273	UPF0380 proteins YafZ and homologs	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.183	PATRIC.573.40204.573.40204.con.0001.CDS.138244.138495.fwd	PATRIC	CDS	138244	138495	252	+	PLF_570_00046461	PGF_08225224	83	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.184	PATRIC.573.40204.573.40204.con.0001.CDS.139013.139426.rev	PATRIC	CDS	139013	139426	414	-	PLF_570_00004812	PGF_08225224	137	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.185	PATRIC.573.40204.573.40204.con.0001.CDS.139427.139705.rev	PATRIC	CDS	139427	139705	279	-	PLF_570_00004822	PGF_05057053	92	predicted transcriptional regulator	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.186	PATRIC.573.40204.573.40204.con.0001.CDS.139695.140015.rev	PATRIC	CDS	139695	140015	321	-	PLF_570_00011363	PGF_03449025	106	Toxin HigB	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.187	PATRIC.573.40204.573.40204.con.0001.CDS.140096.140320.rev	PATRIC	CDS	140096	140320	225	-	PLF_570_00004857	PGF_00090834	74	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.188	PATRIC.573.40204.573.40204.con.0001.CDS.140331.140543.rev	PATRIC	CDS	140331	140543	213	-	PLF_570_00004776	PGF_08225224	70	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.189	PATRIC.573.40204.573.40204.con.0001.CDS.140604.141002.rev	PATRIC	CDS	140604	141002	399	-	PLF_570_00004634	PGF_06275535	132	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.190	PATRIC.573.40204.573.40204.con.0001.CDS.141272.141448.rev	PATRIC	CDS	141272	141448	177	-	PLF_570_00054807	PGF_05230922	58	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.191	PATRIC.573.40204.573.40204.con.0001.CDS.141596.141946.rev	PATRIC	CDS	141596	141946	351	-	PLF_570_00004698	PGF_06275535	116	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.192	PATRIC.573.40204.573.40204.con.0001.CDS.141943.142215.rev	PATRIC	CDS	141943	142215	273	-	PLF_570_00015522	PGF_01950491	90	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.193	PATRIC.573.40204.573.40204.con.0001.CDS.142312.142446.rev	PATRIC	CDS	142312	142446	135	-	PLF_570_00066853	PGF_10424374	44	hypothetical protein	
pVA833-176	573.40204	573.40204.con.0001	fig|573.40204.peg.24	PATRIC.573.40204.573.40204.con.0001.CDS.14232.15113.rev	PATRIC	CDS	14232	15113	882	-	PLF_570_00031358	PGF_00584095	293	Transposase InsD for insertion element IS2	
